id,comment
0, 
1,
2,ラブライブ！虹ヶ咲学園スクールアイドル同好会(2期) 第12話 感想：彼方ちゃんいつも寝てるけど頼りになる先輩！
3,日本語が含まれない投稿出来ません（スパム対策）、誹謗・中傷、記事と関係ないコメントなどは削除対象となりますのでご注意ください。
