id,comment
0, 
1,
2,可愛いだけじゃない式守さん 第9話 感想：式守さん達が狼谷さんと仲良しに！
3,群青のファンファーレ 第12話 感想：地味だった牧皐汰くんが自信をつけて強キャラ感アップ！
4, 先生の割にはやたら派手な髪型やな(・_・;) お、愛ちゃんなかなかええ格好してたな( ´◡‿ゝ◡`)
5,日本語が含まれない投稿出来ません（スパム対策）、誹謗・中傷、記事と関係ないコメントなどは削除対象となりますのでご注意ください。
